知识点_高中,线性空间基维数概念,线性空间的基与维数,线性空间的基和维数的概念及其应用。,无
知识点_高中,线性变换矩阵表示基向量列向量像,线性变换的矩阵表示,线性变换可以用矩阵表示，矩阵的列向量是基向量在变换下的像。,\( T(\vec{v}) = A\vec{v} \)
知识点_高中,线性变换加法数乘复合运算,线性变换的运算,线性变换的加法、数乘和复合运算。,无
知识点_高中,线性变换特征值特征向量概念,线性变换的特征值和特征向量,线性变换的特征值和特征向量的概念及其应用。,\( T(\vec{v}) = \lambda\vec{v} \)
知识点_高中,线性变换对角化条件,线性变换的对角化,线性变换的对角化条件及其应用。,\( P^{-1}TP = \Lambda \)
知识点_高中,线性变换相似矩阵,线性变换的相似矩阵,线性变换的相似矩阵及其性质。,\( P^{-1}TP = B \)
知识点_高中,线性变换合同矩阵,线性变换的合同矩阵,线性变换的合同矩阵及其性质。,\( P^TTP = B \)
知识点_高中,线性变换正交矩阵,线性变换的正交矩阵,线性变换的正交矩阵及其性质。,\( Q^TQ = QQ^T = I \)
知识点_高中,线性变换正交投影,线性变换的正交投影,线性变换的正交投影及其应用。,\( \text{proj}_W \vec{v} = (\vec{v} \cdot \vec{u}) \vec{u} \)
知识点_高中,线性变换最小二乘法,线性变换的最小二乘法,线性变换的最小二乘法及其应用。,\( \vec{x} = (A^TA)^{-1}A^T\vec{b} \)
知识点_高中,线性变换奇异值分解,线性变换的奇异值分解,线性变换的奇异值分解及其应用。,\( A = U\Sigma V^T \)
知识点_高中,线性变换谱分解,线性变换的谱分解,线性变换的谱分解及其应用。,\( A = Q\Lambda Q^T \)
知识点_高中,线性变换特征多项式,线性变换的特征多项式,线性变换的特征多项式及其应用。,特征多项式：\( \det(A - \lambda I) \)
知识点_高中,线性变换特征值分解,线性变换的特征值分解,线性变换的特征值分解及其应用。,\( A = PDP^{-1} \)
知识点_高中,线性变换约当标准形,线性变换的约当标准形,线性变换的约当标准形及其应用。,\( A = PJP^{-1} \)
知识点_高中,线性变换谱半径,线性变换的谱半径,线性变换的谱半径及其应用。,\( \rho(A) = \max\{|\lambda_i|\} \)
知识点_高中,线性变换条件数,线性变换的条件数,线性变换的条件数及其应用。,\( \kappa(A) = \|A\| \cdot \|A^{-1}\| \)
知识点_高中,线性变换范数,线性变换的范数,线性变换的范数及其应用。,"\( \|A\|_F = \sqrt{\sum_{i,j} a_{ij}^2} \)"
知识点_高中,向量内积长度正交性夹角大小垂直关系工程学计算机科学,向量的内积、长度及正交性,向量的内积用于计算两个向量的夹角，向量的长度用于描述向量的大小，正交性用于描述向量之间的垂直关系。这些概念在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,对称矩阵对角化正交变换工程学计算机科学,对称矩阵的对角化,对称矩阵可以通过正交变换对角化。对称矩阵的对角化在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,矩阵初等变换行变换列变换简化计算线性方程组矩阵的秩,矩阵的初等变换,矩阵的初等变换包括行变换和列变换，用于简化矩阵的计算。初等变换在解线性方程组、计算矩阵的秩等方面有重要应用。,无
知识点_高中,矩阵分块法子块运算乘法求逆,矩阵的分块法,矩阵的分块法是指将矩阵划分为若干子块进行运算。分块法在矩阵的乘法、求逆等运算中有重要应用。,无
知识点_高中,向量组线性相关性线性相关向量独立性线性方程组解,向量组的线性相关性,向量组的线性相关性是指向量组中是否存在线性相关的向量。线性相关性在判断向量组的独立性、线性方程组的解的性质等方面有重要应用。,无
知识点_高中,子空间向量空间子集,子空间,子空间是向量空间的一个子集，满足向量空间的条件。子空间在数学和物理学中有重要应用。,无
知识点_高中,行列式标量矩阵计算方法对角线法则降阶法线性方程组矩阵可逆性,行列式的定义与性质,行列式是一个标量，用于描述矩阵的某些性质。行列式的计算方法包括对角线法则、降阶法等。行列式在解线性方程组、判断矩阵可逆性等方面有重要应用。,无
知识点_高中,矩阵行列矩形数组运算加法减法数乘乘法转置计算机科学工程学,矩阵的基本概念与运算,矩阵是由行和列组成的矩形数组。矩阵的运算包括加法、减法、数乘、乘法和转置。矩阵在计算机科学、工程学和物理学中有广泛应用。,无
知识点_高中,逆矩阵原矩阵单位矩阵线性方程组计算机图形学,逆矩阵的定义与求法,逆矩阵是指与原矩阵相乘后得到单位矩阵的矩阵。逆矩阵在解线性方程组、计算机图形学等领域有重要应用。,无
知识点_高中,矩阵秩计算线性无关行列最大数目可逆线性方程组解,矩阵秩的定义与计算,矩阵的秩是指矩阵中线性无关的行或列的最大数目。秩在判断矩阵是否可逆、线性方程组的解的性质等方面有重要应用。,无
知识点_高中,特征值特征向量矩阵标量向量工程学计算机科学,特征值与特征向量的定义与求法,特征值和特征向量是矩阵的重要性质。特征值是矩阵的一个标量，特征向量是与特征值对应的向量。特征值和特征向量在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,二次型多项式二次项矩阵对角化工程学计算机科学,二次型的定义与性质,二次型是包含二次项的多项式。二次型可以通过矩阵表示，并且可以通过对矩阵进行对角化来简化计算。二次型在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,线性空间线性变换向量集合映射加法数乘运算,线性空间与线性变换的定义与性质,线性空间是一个满足一定条件的向量集合。线性变换是线性空间之间的映射，保持向量的加法和数乘运算。线性空间和线性变换在数学和物理学中有重要应用。,无
知识点_高中,向量内积长度正交性夹角大小垂直关系工程学计算机科学,向量的内积、长度及正交性的定义与性质,向量的内积用于计算两个向量的夹角，向量的长度用于描述向量的大小，正交性用于描述向量之间的垂直关系。这些概念在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,正交矩阵列向量行向量正交单位向量方阵计算机图形学信号处理,正交矩阵的定义与性质,正交矩阵是指其列向量和行向量均为正交单位向量的方阵。正交矩阵在计算机图形学、信号处理等领域有重要应用。,无
知识点_高中,对称矩阵对角化正交变换工程学计算机科学,对称矩阵的对角化方法,对称矩阵可以通过正交变换对角化。对称矩阵的对角化在物理学、工程学和计算机科学中有重要应用。,无
知识点_高中,矩阵初等变换行变换列变换简化计算线性方程组矩阵的秩,矩阵的初等变换方法,矩阵的初等变换包括行变换和列变换，用于简化矩阵的计算。初等变换在解线性方程组、计算矩阵的秩等方面有重要应用。,无
知识点_高中,矩阵分块法子块运算乘法求逆,矩阵的分块法方法,矩阵的分块法是指将矩阵划分为若干子块进行运算。分块法在矩阵的乘法、求逆等运算中有重要应用。,无
知识点_高中,向量组线性相关性线性相关向量独立性线性方程组解,向量组的线性相关性判断,向量组的线性相关性是指向量组中是否存在线性相关的向量。线性相关性在判断向量组的独立性、线性方程组的解的性质等方面有重要应用。,无
知识点_高中,向量空间向量集合工程学,向量空间的定义与性质,向量空间是一个满足一定条件的向量集合。向量空间在数学、物理学和工程学中有重要应用。,无
知识点_高中,子空间向量空间子集,子空间的定义与性质,子空间是向量空间的一个子集，满足向量空间的条件。子空间在数学和物理学中有重要应用。,无
知识点_高中,向量空间基线性无关向量,向量空间的基的定义与性质,向量空间的基是指向量空间中一组线性无关的向量，可以表示向量空间中的任意一个向量。基在数学和物理学中有重要应用。,无
人物,泰勒斯生卒年份公元前624年公元前546年国籍古希腊西方哲学之父数学家泰勒斯定理圆周角直角几何方法金字塔高度船只距离岸边距离几何学,泰勒斯（Thales）,生卒年份：约公元前624年－前546年；国籍：古希腊；主要贡献与成就：泰勒斯被誉为“西方哲学之父”，也是早期的数学家之一。他提出了著名的“泰勒斯定理”，即圆的直径所对的圆周角为直角。此外，他利用几何方法测量了金字塔的高度和船只与岸边的距离，为几何学的发展奠定了基础。,
人物,毕达哥拉斯生卒年份公元前570年前495年国籍古希腊数学家哲学家毕达哥拉斯定理直角三角形直角边斜边平方毕达哥拉斯学派数学音乐宇宙,毕达哥拉斯（Pythagoras）,生卒年份：约公元前570年－前495年；国籍：古希腊；主要贡献与成就：毕达哥拉斯是著名的数学家和哲学家，以提出“毕达哥拉斯定理”而闻名，即直角三角形两直角边平方和等于斜边平方。他创立了毕达哥拉斯学派，强调数学与音乐、宇宙的关系，对后世影响深远。,
人物,欧几里得生卒年份公元前325年前265年国籍古希腊几何之父几何原本几何知识欧几里得几何五大公设数学公理化体系,欧几里得（Euclid）,生卒年份：约公元前325年－前265年；国籍：古希腊；主要贡献与成就：欧几里得被称为“几何之父”，其著作《几何原本》系统地整理了当时的几何知识，奠定了欧几里得几何的基础。他提出了五大公设，对数学的公理化体系作出了重要贡献。,
人物,阿基米德生卒年份公元前287年前212年国籍古希腊数学家几何学物理学工程学浮力定律杠杆原理圆周率近似值名言支点,阿基米德（Archimedes）,生卒年份：约公元前287年－前212年；国籍：古希腊；主要贡献与成就：阿基米德是古代最伟大的数学家之一，他在几何学、物理学和工程学方面都有卓越贡献。他发现了浮力定律，提出了杠杆原理，并计算了圆周率的近似值。他的名言“给我一个支点，我可以撬起整个地球”广为人知。,
人物,希帕提娅生卒年份公元360年415年国籍古埃及数学家哲学家亚历山大图书馆数学天文学哲学丢番图算术注释天文仪器悲剧性死亡古典时代,希帕提娅（Hypatia）,生卒年份：约公元360年－415年；国籍：古埃及；主要贡献与成就：希帕提娅是古代著名的女性数学家和哲学家，她在亚历山大图书馆教授数学、天文学和哲学。她对丢番图的《算术》进行了注释，并改进了天文仪器。她的悲剧性死亡被视为古典时代结束的象征。,
人物,丢番图学之父算术符号表示法数论丢番图方程费马,丢番图（Diophantus）,生卒年份：约公元210年－290年；国籍：古希腊；主要贡献与成就：丢番图被称为“代数学之父”，其著作《算术》是现存最早的关于代数的书籍之一。他引入了符号表示法，研究了数论中的丢番图方程，对后世数学家如费马产生了深远影响。,
人物,祖冲之生卒年份429年500年国籍中国南北朝数学家天文学家圆周率小数点后第七位3.14159263.1415927祖率355/113大明历历法改革,祖冲之,生卒年份：429年－500年；国籍：中国（南北朝）；主要贡献与成就：祖冲之是中国古代杰出的数学家和天文学家，他将圆周率精确到小数点后第七位（3.1415926至3.1415927之间），提出了“祖率”355/113。此外，他编制了《大明历》，对历法改革作出了重要贡献。,
人物,刘徽生卒年份225年295年国籍中国魏晋主要贡献成就数学家古代九章算术注释割圆术圆周率小数点后五位π3.1416海岛算经测量学,刘徽,生卒年份：约225年－约295年；国籍：中国（魏晋）；主要贡献与成就：刘徽是中国古代著名的数学家，他对《九章算术》进行了详细的注释，提出了“割圆术”，将圆周率精确到小数点后五位（π ≈ 3.1416）。他还著有《海岛算经》，为测量学作出了贡献。,
人物,贾宪生卒年份010年070年国籍中国北宋数学家二项式系数三角形排列方法贾宪三角杨辉三角多项式展开,贾宪,生卒年份：约1010年－1070年；国籍：中国（北宋）；主要贡献与成就：贾宪是北宋时期的数学家，他提出了二项式系数的三角形排列方法，被称为“贾宪三角”，即杨辉三角的前身，对多项式展开作出了重要贡献。,
人物,李冶生卒年份192年279年国籍中国南宋主要贡献与成就数学家测圆海镜天元术高次方程学,李冶,生卒年份：1192年－1279年；国籍：中国（南宋）；主要贡献与成就：李冶是南宋时期的数学家，著有《测圆海镜》，提出了天元术，用于解高次方程，对代数学的发展作出了重要贡献。,
人物,秦九韶生卒年份202年261年国籍中国南宋数学家数书九章大衍求一术中国剩余定理高次多项式求解方法,秦九韶,生卒年份：约1202年－1261年；国籍：中国（南宋）；主要贡献与成就：秦九韶是南宋时期的数学家，著有《数书九章》，提出了大衍求一术，即中国剩余定理的早期形式，对高次多项式求解方法作出了贡献。,
